1.0 C n79 M1
45.90000000000038 CONN n331 n335 down
46.700000000000394 CONN n225 n62 down
46.700000000000394 CONN n264 n62 up
47.1000000000004 CONN n120 n331 down
47.3000000000004 CONN n275 n211 down
47.400000000000404 CONN n225 n19 up
49.10000000000043 CONN n38 n19 up
49.50000000000043 CONN n26 n361 down
50.20000000000044 CONN n358 n154 up
51.30000000000046 CONN n249 n317 up
51.40000000000046 CONN n249 n361 down
51.50000000000046 CONN n120 n358 down
51.700000000000465 CONN n120 n101 down
52.500000000000476 CONN n9 n120 up
53.30000000000049 CONN n69 n319 up
54.1000000000005 CONN n319 n225 up
55.00000000000051 CONN n319 n38 up
55.300000000000516 CONN n225 n38 up
55.70000000000052 CONN n19 n361 down
56.10000000000053 CONN n38 n361 down
56.50000000000053 CONN n208 n361 up
56.700000000000536 CONN n264 n62 down
57.90000000000055 CONN n249 n319 up
57.90000000000055 CONN n26 n319 up
58.60000000000056 CONN n317 n225 down
58.800000000000566 CONN n120 n335 up
59.500000000000576 CONN n26 n69 down
59.70000000000058 CONN n361 n319 down
59.90000000000058 CONN n78 n67 down
62.60000000000062 CONN n225 n249 down
62.60000000000062 CONN n157 n38 down
62.70000000000062 CONN n69 n249 down
63.600000000000634 CONN n249 n62 up
63.90000000000064 CONN n334 n9 down
64.8000000000006 CONN n264 n120 up
64.90000000000059 CONN n26 n225 down
65.50000000000055 CONN n225 n26 up
65.70000000000054 CONN n191 n258 down
66.10000000000052 CONN n18 n101 up
66.5000000000005 CONN n19 n69 down
68.70000000000037 CONN n152 n282 down
69.10000000000035 CONN n334 n249 up
69.30000000000034 CONN n9 n335 down
69.40000000000033 CONN n120 n335 down
69.60000000000032 CONN n69 n317 down
69.80000000000031 CONN n18 n358 up
71.20000000000023 CONN n334 n249 down
71.7000000000002 CONN n318 n289 up
72.80000000000014 CONN n19 n62 up
74.00000000000007 CONN n225 n19 down
74.20000000000006 CONN n26 n62 up
75.00000000000001 CONN n317 n19 up
75.89999999999996 CONN n208 n38 up
76.59999999999992 CONN n157 n26 up
77.0999999999999 CONN n62 n319 up
77.39999999999988 CONN n101 n358 down
78.19999999999983 CONN n289 n318 down
78.59999999999981 CONN n69 n249 up
79.09999999999978 CONN n85 n9 up
79.19999999999978 CONN n19 n334 up
79.39999999999976 CONN n334 n317 up
79.99999999999973 CONN n225 n26 down
80.19999999999972 CONN n77 n98 down
80.19999999999972 CONN n26 n208 up
80.5999999999997 CONN n249 n225 up
80.89999999999968 CONN n38 n19 down
81.29999999999966 CONN n65 n72 up
81.69999999999963 CONN n19 n335 up
82.99999999999956 CONN n361 n208 down
83.39999999999954 CONN n85 n264 up
83.39999999999954 CONN n69 n62 up
83.59999999999953 CONN n208 n319 up
83.79999999999951 CONN n62 n335 up
85.09999999999944 CONN n249 n38 down
85.29999999999943 CONN n249 n317 down
86.49999999999936 CONN n208 n225 up
86.69999999999935 CONN n88 n85 down
87.19999999999932 CONN n26 n62 down
87.39999999999931 CONN n152 n282 up
87.89999999999928 CONN n334 n319 up
87.99999999999928 CONN n319 n38 down
88.09999999999927 CONN n289 n318 up
88.49999999999925 CONN n319 n225 down
88.79999999999923 CONN n26 n19 down
88.79999999999923 CONN n335 n319 up
88.99999999999922 CONN n249 n208 up
88.99999999999922 CONN n38 n361 up
89.49999999999919 CONN n18 n101 down
90.39999999999914 CONN n120 n317 up
91.69999999999906 CONN n120 n9 down
91.99999999999905 CONN n38 n225 down
92.09999999999904 CONN n26 n335 up
92.49999999999902 CONN n154 n18 up
92.59999999999901 CONN n331 n157 up
92.799999999999 CONN n19 n249 down
92.799999999999 CONN n319 n208 down
92.899999999999 CONN n249 n62 down
92.899999999999 CONN n283 n273 down
93.39999999999897 CONN n208 n69 up
93.39999999999897 CONN n334 n69 up
93.69999999999895 CONN n26 n38 down
93.89999999999894 CONN n19 n120 up
94.29999999999892 CONN n163 n338 up
94.4999999999989 CONN n62 n120 up
94.79999999999889 CONN n335 n157 up
95.29999999999886 CONN n249 n334 up
95.49999999999885 CONN n335 n62 down
95.89999999999883 CONN n358 n331 down
98.59999999999867 CONN n69 n19 up
98.79999999999866 CONN n69 n62 down
99.29999999999863 CONN n120 n264 down
99.59999999999862 CONN n331 n358 up
100.59999999999856 CONN n335 n69 up
101.6999999999985 CONN n331 n157 down
101.6999999999985 CONN n335 n69 down
101.89999999999849 CONN n317 n334 down
102.39999999999846 CONN n62 n319 down
103.19999999999841 CONN n9 n264 down
103.19999999999841 CONN n9 n85 down
103.2999999999984 CONN n38 n208 down
103.4999999999984 CONN n319 n249 down
103.79999999999838 CONN n289 n318 down
103.99999999999837 CONN n319 n26 down
104.19999999999835 CONN n317 n19 down
105.1999999999983 CONN n18 n331 up
106.39999999999823 CONN n69 n319 down
106.49999999999822 CONN n26 n38 up
106.69999999999821 CONN n319 n120 up
107.59999999999816 CONN n208 n335 up
107.99999999999814 CONN n334 n208 up
108.19999999999813 CONN n334 n62 down
108.39999999999812 CONN n249 n19 up
108.49999999999811 CONN n19 n62 down
108.6999999999981 CONN n19 n120 down
108.7999999999981 CONN n208 n19 up
109.69999999999804 CONN n157 n26 down
110.59999999999799 CONN n323 n320 up
110.89999999999797 CONN n334 n249 down
111.59999999999793 CONN n334 n120 up
111.99999999999791 CONN n120 n317 down
112.89999999999786 CONN n85 n120 up
113.19999999999784 CONN n26 n335 down
113.39999999999783 CONN n69 n334 down
113.8999999999978 CONN n249 n38 up
115.19999999999773 CONN n26 n19 up
115.5999999999977 CONN n101 n358 up
115.89999999999769 CONN n361 n38 down
119.69999999999747 CONN n225 n26 up
120.29999999999744 CONN n223 n88 up
120.8999999999974 CONN n282 n152 down
120.9999999999974 CONN n69 n249 down
121.0999999999974 CONN n225 n208 down
121.19999999999739 CONN n62 n317 down
121.39999999999738 CONN n19 n69 down
121.39999999999738 CONN n208 n319 up
122.89999999999729 CONN n69 n208 down
122.89999999999729 CONN n319 n62 up
123.49999999999726 CONN n331 n101 up
123.79999999999724 CONN n319 n19 down
123.99999999999723 CONN n334 n19 down
124.79999999999718 CONN n19 n225 up
125.99999999999712 CONN n335 n157 down
126.39999999999709 CONN n38 n19 up
126.69999999999708 CONN n157 n249 up
126.89999999999706 CONN n101 n331 down
127.59999999999702 CONN n85 n334 up
128.299999999997 CONN n72 n65 down
128.399999999997 CONN n225 n249 down
129.19999999999695 CONN n18 n331 down
129.39999999999694 CONN n318 n289 up
129.8999999999969 CONN n208 n26 down
130.29999999999688 CONN n38 n19 down
130.69999999999686 CONN n319 n335 down
130.79999999999686 CONN n249 n225 up
130.99999999999685 CONN n225 n38 up
132.69999999999675 CONN n26 n157 up
132.89999999999674 CONN n358 n101 down
135.0999999999966 CONN n319 n19 up
137.0999999999965 CONN n152 n282 up
137.39999999999648 CONN n225 n19 down
137.99999999999645 CONN n284 n77 up
138.29999999999643 CONN n208 n249 down
138.39999999999642 CONN n85 n120 down
138.49999999999642 CONN n334 n319 down
138.6999999999964 CONN n319 n208 down
139.19999999999638 CONN n283 n273 up
139.79999999999634 CONN n69 n152 up
140.99999999999628 CONN n320 n323 down
143.29999999999615 CONN n361 n38 up
143.59999999999613 CONN n38 n249 down
145.19999999999604 CONN n19 n319 down
146.29999999999598 CONN n26 n38 down
147.09999999999593 CONN n208 n19 down
147.5999999999959 CONN n208 n18 up
147.89999999999588 CONN n120 n334 down
149.2999999999958 CONN n334 n85 down
151.39999999999569 CONN n282 n69 up
151.99999999999565 CONN n38 n225 down
152.29999999999563 CONN n249 n19 down
153.59999999999556 CONN n157 n225 up
153.59999999999556 CONN n85 n62 up
154.29999999999552 CONN n335 n334 down
154.4999999999955 CONN n334 n18 up
155.59999999999545 CONN n62 n120 down
155.69999999999544 CONN n9 n223 up
156.09999999999542 CONN n19 n26 down
156.99999999999537 CONN n208 n334 down
156.99999999999537 CONN n120 n19 up
157.19999999999536 CONN n62 n264 up
158.2999999999953 CONN n120 n335 up
160.49999999999517 CONN n120 n335 down
161.29999999999512 CONN n88 n223 down
161.39999999999512 CONN n334 n85 up
162.59999999999505 CONN n18 n154 down
162.79999999999504 CONN n211 n354 up
162.79999999999504 CONN n283 n273 down
162.99999999999503 CONN n318 n289 down
163.79999999999498 CONN n335 n334 up
163.79999999999498 CONN n282 n225 up
164.9999999999949 CONN n19 n334 up
165.3999999999949 CONN n18 n208 down
166.7999999999948 CONN n249 n69 up
166.8999999999948 CONN n334 n18 down
167.79999999999475 CONN n85 n62 down
167.89999999999475 CONN n319 n120 down
168.4999999999947 CONN n212 n98 up
168.4999999999947 CONN n85 n18 up
169.09999999999468 CONN n331 n358 down
169.09999999999468 CONN n69 n157 up
169.89999999999463 CONN n69 n152 down
170.3999999999946 CONN n69 n152 up
171.19999999999456 CONN n334 n85 down
172.59999999999448 CONN n211 n361 up
173.7999999999944 CONN n319 n19 up
173.9999999999944 CONN n69 n26 up
175.6999999999943 CONN n335 n85 up
175.7999999999943 CONN n18 n335 up
176.09999999999428 CONN n264 n319 up
176.19999999999428 CONN n75 n96 up
176.29999999999427 CONN n157 n282 up
177.19999999999422 CONN n354 n361 up
177.5999999999942 CONN n38 n361 down
177.6999999999942 CONN n19 n335 down
177.79999999999418 CONN n208 n335 down
177.89999999999418 CONN n358 n85 up
178.49999999999415 CONN n9 n317 up
178.59999999999414 CONN n154 n358 down
178.69999999999413 CONN n225 n152 up
179.59999999999408 CONN n282 n249 up
180.19999999999405 CONN n120 n19 down
180.39999999999404 CONN n157 n152 up
180.49999999999403 CONN n264 n85 down
180.69999999999402 CONN n9 n223 down
181.49999999999397 CONN n62 n19 up
182.29999999999393 CONN n334 n19 down
182.9999999999939 CONN n96 n75 down
183.49999999999386 CONN n335 n334 down
183.59999999999386 CONN n152 n249 up
185.59999999999374 CONN n264 n335 up
185.89999999999372 CONN n26 n225 down
186.0999999999937 CONN n26 n157 down
187.19999999999365 CONN n294 n65 up
187.39999999999364 CONN n361 n354 down
188.49999999999358 CONN n120 n334 up
188.79999999999356 CONN n212 n98 down
188.99999999999355 CONN n361 n354 up
189.19999999999354 CONN n18 n358 down
189.49999999999352 CONN n85 n358 down
190.19999999999348 CONN n69 n26 down
190.69999999999345 CONN n249 n26 down
191.4999999999934 CONN n319 n335 up
191.6999999999934 CONN n225 n38 up
195.89999999999316 CONN n101 n358 up
196.6999999999931 CONN n211 n38 up
197.0999999999931 CONN n264 n62 down
197.39999999999307 CONN n154 n358 up
199.69999999999294 CONN n163 n338 down
200.09999999999292 CONN n335 n19 up
200.1999999999929 CONN n225 n157 down
202.99999999999275 CONN n101 n358 down
203.7999999999927 CONN n225 n282 down
203.8999999999927 CONN n282 n157 down
204.0999999999927 CONN n282 n249 down
204.89999999999264 CONN n335 n85 down
205.4999999999926 CONN n38 n361 up
205.7999999999926 CONN n249 n38 up
206.09999999999258 CONN n19 n334 up
207.4999999999925 CONN n152 n225 down
207.69999999999249 CONN n208 n334 up
208.29999999999245 CONN n334 n335 up
208.69999999999243 CONN n208 n120 up
209.1999999999924 CONN n284 n77 down
209.59999999999238 CONN n264 n335 down
210.09999999999235 CONN n18 n264 up
210.9999999999923 CONN n69 n157 down
211.1999999999923 CONN n62 n335 up
212.19999999999223 CONN n157 n249 down
212.8999999999922 CONN n249 n152 down
213.99999999999213 CONN n319 n334 up
214.5999999999921 CONN n157 n152 down
215.69999999999203 CONN n356 n98 up
216.099999999992 CONN n282 n69 down
217.09999999999195 CONN n38 n354 up
217.19999999999195 CONN n264 n319 down
217.69999999999192 CONN n208 n334 down
218.49999999999187 CONN n335 n120 up
218.89999999999185 CONN n225 n38 down
219.6999999999918 CONN n354 n361 down
220.19999999999177 CONN n152 n69 down
220.79999999999174 CONN n317 n9 down
221.79999999999168 CONN n331 n154 down
222.19999999999166 CONN n319 n18 up
222.79999999999163 CONN n249 n211 up
222.79999999999163 CONN n69 n157 up
222.99999999999162 CONN n18 n319 down
223.2999999999916 CONN n9 n6 up
223.2999999999916 CONN n38 n354 down
224.7999999999915 CONN n249 n38 down
225.39999999999148 CONN n211 n354 down
226.19999999999143 CONN n19 n334 down
226.7999999999914 CONN n334 n208 up
226.8999999999914 CONN n225 n69 down
227.59999999999135 CONN n120 n319 up
228.09999999999133 CONN n361 n249 up
228.5999999999913 CONN n62 n18 up
228.7999999999913 CONN n353 n331 up
229.89999999999122 CONN n69 n211 up
230.0999999999912 CONN n19 n18 up
232.1999999999911 CONN n335 n85 up
232.39999999999108 CONN n62 n334 up
232.89999999999105 CONN n358 n154 down
233.599999999991 CONN n157 n152 up
234.89999999999094 CONN n335 n264 up
235.3999999999909 CONN n319 n120 down
235.7999999999909 CONN n85 n208 up
235.99999999999088 CONN n334 n208 down
236.19999999999087 CONN n19 n335 down
236.19999999999087 CONN n62 n334 down
236.79999999999083 CONN n361 n69 up
236.99999999999082 CONN n120 n208 down
237.1999999999908 CONN n211 n38 down
238.19999999999075 CONN n282 n157 up
238.29999999999075 CONN n249 n211 down
238.8999999999907 CONN n18 n62 down
239.59999999999067 CONN n359 n121 up
239.79999999999066 CONN n335 n62 down
239.89999999999065 CONN n157 n69 down
240.7999999999906 CONN n38 n361 down
240.8999999999906 CONN n18 n19 down
241.0999999999906 CONN n319 n334 down
241.89999999999054 CONN n353 n331 down
242.09999999999053 CONN n249 n361 down
242.6999999999905 CONN n335 n319 down
244.2999999999904 CONN n349 n342 up
244.99999999999037 CONN n335 n120 down
245.79999999999032 CONN n18 n85 down
245.79999999999032 CONN n69 n249 down
248.29999999999018 CONN n361 n211 down
249.39999999999011 CONN n208 n335 up
252.39999999998994 CONN n361 n69 down
253.3999999999899 CONN n208 n120 up
256.99999999998994 CONN n211 n69 down
257.7999999999901 CONN n121 n359 down
260.8999999999908 CONN n249 n225 down
262.8999999999913 CONN n6 n9 down
264.7999999999917 CONN n319 n62 down
265.0999999999918 CONN n152 n69 up
265.6999999999919 CONN n85 n120 up
265.999999999992 CONN n120 n334 down
265.999999999992 CONN n334 n319 up
268.09999999999246 CONN n282 n157 down
268.49999999999255 CONN n6 n9 up
269.0999999999927 CONN n335 n85 down
269.4999999999928 CONN n69 n282 up
269.8999999999929 CONN n319 n264 up
270.7999999999931 CONN n349 n342 down
270.7999999999931 CONN n65 n294 down
273.39999999999367 CONN n264 n334 up
275.49999999999415 CONN n18 n319 up
275.99999999999426 CONN n338 n163 up
275.99999999999426 CONN n319 n335 up
276.39999999999435 CONN n19 n264 up
276.4999999999944 CONN n215 n275 up
276.79999999999444 CONN n85 n120 down
279.5999999999951 CONN n334 n18 up
280.0999999999952 CONN n353 n154 up
280.0999999999952 CONN n98 n356 down
280.39999999999526 CONN n354 n361 up
281.7999999999956 CONN n19 n18 up
283.699999999996 CONN n120 n208 down
284.29999999999615 CONN n319 n19 down
285.0999999999963 CONN n208 n85 down
286.09999999999656 CONN n62 n223 up
286.89999999999674 CONN n120 n211 up
290.1999999999975 CONN n154 n331 up
291.4999999999978 CONN n282 n69 down
291.9999999999979 CONN n19 n264 down
292.29999999999797 CONN n319 n19 up
293.3999999999982 CONN n152 n69 down
293.7999999999983 CONN n211 n157 up
294.2999999999984 CONN n361 n249 up
295.0999999999986 CONN n120 n157 up
297.3999999999991 CONN n18 n19 down
299.0999999999995 CONN n335 n208 down
300.8999999999999 CONN n101 n358 up
303.5000000000005 CONN n319 n334 down
304.20000000000067 CONN n19 n223 up
305.40000000000094 CONN n363 n360 up
305.700000000001 CONN n319 n264 down
306.2000000000011 CONN n62 n319 up
306.5000000000012 CONN n69 n249 up
307.0000000000013 CONN n335 n319 down
308.00000000000153 CONN n211 n157 down
308.10000000000156 CONN n264 n208 up
309.2000000000018 CONN n354 n249 up
309.80000000000194 CONN n18 n319 down
310.30000000000206 CONN n157 n282 up
311.10000000000224 CONN n6 n9 down
311.8000000000024 CONN n358 n353 up
312.2000000000025 CONN n353 n154 down
312.7000000000026 CONN n354 n249 down
313.80000000000285 CONN n215 n275 down
313.9000000000029 CONN n223 n319 up
314.0000000000029 CONN n211 n120 down
314.30000000000297 CONN n18 n208 up
314.60000000000304 CONN n208 n334 up
316.00000000000335 CONN n0 n208 up
316.00000000000335 CONN n0 n334 up
316.00000000000335 CONN n0 n335 up
316.00000000000335 CONN n0 n264 up
316.00000000000335 CONN n0 n18 up
316.50000000000347 CONN n335 n208 up
317.0000000000036 CONN n211 n208 up
317.5000000000037 CONN n69 n249 down
317.5000000000037 CONN n360 n363 down
318.70000000000397 CONN n266 n262 up
319.50000000000415 CONN n0 n211 up
322.3000000000048 CONN n6 n317 up
323.00000000000495 CONN n319 n223 down
323.00000000000495 CONN n358 n101 down
323.200000000005 CONN n334 n211 up
324.6000000000053 CONN n6 n317 down
326.60000000000576 CONN n211 n18 up
328.30000000000615 CONN n335 n211 up
328.80000000000626 CONN n85 n120 up
328.9000000000063 CONN n317 n301 up
328.9000000000063 CONN n120 n157 down
328.9000000000063 CONN n319 n223 up
330.50000000000665 CONN n264 n208 down
330.6000000000067 CONN n163 n338 down
330.6000000000067 CONN n211 n264 up
331.2000000000068 CONN n264 n334 down
331.7000000000069 CONN n223 n62 down
331.80000000000695 CONN n0 n264 down
333.20000000000726 CONN n331 n154 down
334.10000000000747 CONN n334 n335 down
334.8000000000076 CONN n262 n266 down
335.30000000000774 CONN n264 n211 down
338.1000000000084 CONN n335 n264 down
339.20000000000863 CONN n354 n361 down
339.4000000000087 CONN n319 n62 down
340.800000000009 CONN n264 n223 up
341.40000000000913 CONN n19 n62 down
342.00000000000927 CONN n349 n378 up
342.2000000000093 CONN n264 n319 up
342.6000000000094 CONN n19 n264 up
343.0000000000095 CONN n249 n361 down
343.60000000000963 CONN n354 n361 up
343.70000000000965 CONN n62 n6 up
345.00000000000995 CONN n361 n249 up
345.80000000001013 CONN n208 n18 down
345.90000000001015 CONN n353 n358 down
346.30000000001024 CONN n335 n334 up
349.2000000000109 CONN n335 n18 down
349.600000000011 CONN n208 n334 down
349.90000000001106 CONN n152 n157 down
350.0000000000111 CONN n211 n18 down
350.0000000000111 CONN n319 n264 down
350.6000000000112 CONN n157 n282 down
350.9000000000113 CONN n331 n154 up
350.9000000000113 CONN n18 n0 down
351.20000000001136 CONN n319 n223 down
351.8000000000115 CONN n334 n211 down
352.40000000001163 CONN n334 n264 up
353.40000000001186 CONN n85 n38 up
354.60000000001213 CONN n0 n334 down
354.70000000001215 CONN n96 n290 up
356.3000000000125 CONN n19 n264 down
358.1000000000129 CONN n335 n334 down
358.300000000013 CONN n249 n361 down
358.9000000000131 CONN n301 n317 down
359.4000000000132 CONN n0 n208 down
360.3000000000134 CONN n378 n349 down
360.40000000001345 CONN n211 n208 down
360.6000000000135 CONN n0 n353 up
360.90000000001356 CONN n211 n353 up
361.4000000000137 CONN n320 n212 up
362.800000000014 CONN n335 n18 up
364.1000000000143 CONN n282 n152 down
364.2000000000143 CONN n223 n334 up
364.5000000000144 CONN n211 n18 up
364.7000000000144 CONN n85 n120 down
365.8000000000147 CONN n319 n19 down
366.20000000001477 CONN n334 n211 up
368.70000000001534 CONN n101 n358 up
369.4000000000155 CONN n211 n264 up
370.10000000001565 CONN n120 n354 up
370.4000000000157 CONN n6 n19 up
370.60000000001577 CONN n154 n331 down
371.600000000016 CONN n154 n331 up
372.1000000000161 CONN n334 n335 up
372.6000000000162 CONN n223 n19 down
373.0000000000163 CONN n335 n211 down
374.00000000001654 CONN n211 n353 down
376.000000000017 CONN n211 n223 up
376.100000000017 CONN n223 n334 down
377.20000000001727 CONN n6 n62 down
377.4000000000173 CONN n0 n211 down
377.4000000000173 CONN n361 n120 up
378.50000000001756 CONN n282 n152 up
379.0000000000177 CONN n211 n18 down
381.7000000000183 CONN n334 n211 down
381.8000000000183 CONN n335 n353 up
382.30000000001843 CONN n18 n264 down
383.6000000000187 CONN n177 n273 up
385.7000000000192 CONN n18 n208 up
386.1000000000193 CONN n318 n192 up
387.70000000001966 CONN n264 n334 down
387.9000000000197 CONN n335 n208 down
389.40000000002004 CONN n249 n120 up
391.60000000002054 CONN n208 n334 up
394.5000000000212 CONN n18 n335 down
396.50000000002166 CONN n319 n101 up
398.100000000022 CONN n334 n335 down
398.5000000000221 CONN n249 n361 up
398.70000000002216 CONN n19 n62 up
398.9000000000222 CONN n85 n38 down
399.50000000002234 CONN n152 n157 up
399.7000000000224 CONN n101 n358 down
401.70000000002284 CONN n19 n6 down
401.9000000000229 CONN n120 n249 down
402.400000000023 CONN n264 n211 down
404.5000000000235 CONN n211 n62 up
405.4000000000237 CONN n157 n282 up
405.8000000000238 CONN n320 n212 down
406.700000000024 CONN n101 n353 up
406.900000000024 CONN n273 n177 down
409.70000000002466 CONN n334 n335 up
411.90000000002516 CONN n62 n6 up
412.9000000000254 CONN n223 n6 up
413.10000000002543 CONN n6 n211 up
413.3000000000255 CONN n334 n264 up
413.4000000000255 CONN n335 n208 up
413.4000000000255 CONN n208 n18 down
413.9000000000256 CONN n62 n19 down
417.0000000000263 CONN n290 n96 down
417.50000000002643 CONN n223 n211 down
418.6000000000267 CONN n6 n223 down
418.7000000000267 CONN n18 n208 up
419.80000000002696 CONN n225 n104 up
420.100000000027 CONN n335 n264 up
421.7000000000274 CONN n361 n354 down
421.7000000000274 CONN n335 n353 down
422.40000000002755 CONN n152 n282 down
423.4000000000278 CONN n334 n0 up
423.4000000000278 CONN n208 n0 up
424.0000000000279 CONN n335 n223 up
424.500000000028 CONN n192 n318 down
424.70000000002807 CONN n334 n223 up
425.2000000000282 CONN n6 n62 down
426.30000000002843 CONN n77 n356 up
426.7000000000285 CONN n361 n249 down
430.5000000000294 CONN n101 n358 up
432.50000000002984 CONN n208 n335 down
432.8000000000299 CONN n0 n335 down
435.3000000000305 CONN n354 n85 up
435.5000000000305 CONN n18 n334 down
435.5000000000305 CONN n18 n223 up
436.6000000000308 CONN n356 n77 down
436.8000000000308 CONN n225 n104 down
436.90000000003084 CONN n361 n354 up
437.2000000000309 CONN n211 n6 down
437.700000000031 CONN n223 n208 up
439.8000000000315 CONN n152 n282 up
441.900000000032 CONN n353 n101 down
441.900000000032 CONN n211 n19 up
442.20000000003205 CONN n211 n62 down
444.00000000003246 CONN n264 n0 up
444.50000000003257 CONN n353 n334 up
444.90000000003266 CONN n223 n334 down
448.2000000000334 CONN n223 n208 down
448.6000000000335 CONN n361 n85 up
449.1000000000336 CONN n19 n211 down
449.1000000000336 CONN n223 n335 down
450.50000000003394 CONN n264 n223 down
452.70000000003444 CONN n85 n120 up
454.2000000000348 CONN n18 n208 down
456.4000000000353 CONN n211 n301 up
459.00000000003587 CONN n354 n361 down
461.20000000003637 CONN n208 n264 up
462.80000000003673 CONN n120 n361 down
462.80000000003673 CONN n264 n0 down
464.000000000037 CONN n353 n208 up
464.20000000003705 CONN n211 n301 down
465.8000000000374 CONN n319 n101 down
467.30000000003776 CONN n208 n334 down
468.20000000003796 CONN n154 n331 down
470.1000000000384 CONN n0 n334 down
470.5000000000385 CONN n356 n77 up
470.6000000000385 CONN n16 n349 up
473.80000000003923 CONN n223 n18 down
473.90000000003926 CONN n334 n264 down
474.2000000000393 CONN n208 n264 down
474.70000000003944 CONN n215 n120 up
476.10000000003976 CONN n6 n301 up
476.2000000000398 CONN n75 n295 up
476.7000000000399 CONN n354 n361 up
478.6000000000403 CONN n85 n120 down
479.0000000000404 CONN n353 n0 down
479.50000000004053 CONN n215 n354 up
479.60000000004055 CONN n85 n120 up
481.80000000004105 CONN n101 n358 down
482.70000000004126 CONN n264 n18 up
483.0000000000413 CONN n353 n334 down
484.7000000000417 CONN n338 n77 up
487.90000000004244 CONN n85 n215 up
489.0000000000427 CONN n25 n223 up
489.4000000000428 CONN n353 n208 down
489.70000000004285 CONN n77 n338 down
492.40000000004346 CONN n319 n101 up
494.0000000000438 CONN n195 n62 up
494.60000000004396 CONN n120 n361 up
495.00000000004405 CONN n208 n264 up
496.6000000000444 CONN n264 n334 up
497.0000000000445 CONN n223 n282 up
497.5000000000446 CONN n338 n77 up
